Customer,Total Quotes,Quotes Won,Quote Date
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,1.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-11
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
RLT LOGISTICS GROUP LLC,1.0,0.0,2022-12
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,1.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,0.0,2022-09
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,1.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
SHIPIT4US LLC,1.0,0.0,2022-10
